page_url,image_url,author,title,annotation,price,status,genre,subgenre,dttm_updated
https://www.biblio-globus.ru/product/9877660,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=9877660.jpg&width=260,Лунный камень,Коллинз У.,"Уильям Уилки Коллинз — классик английской литературы XIX века, вошедший в историю как родоначальник современной детективной литературы. Залогом успеха произведений Коллинза, из-под пера которого вышло двадцать три романа и четыре сборника рассказов и повестей, стало сочетание различных жанров: писатель — мастер интриги и увлекательного сюжета — умело объединял в своих книгах мелодраму, детектив и нравоописательный роман, щедро приправляя их элементами готического романа. В настоящем издании вниманию читателей предлагается знаменитый роман Уилки Коллинза «Лунный камень», а также полная тайн повесть «Желтая маска».",239,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:22.207823
https://www.biblio-globus.ru/product/9851756,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=9851756.jpg&width=260,Исповедь хулигана,Есенин С. А.,"В настоящий сборник вошли все самые известные стихотворения С.Есенина, а также его поэмы ""Пугачев"", ""Анна Снегина"" и ""Черный человек"". В приложении приведено эссе В.Ходасевича ""Есенин"".",199,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:24.319368
https://www.biblio-globus.ru/product/9798120,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=9798120.jpg&width=260,Зойкина квартира,Булгаков М. А.,"М. А. Булгаков, автор знаменитых романов «Мастер и Маргарита», «Белая гвардия», повестей «Роковые яйца», «Дьяволиада», «Собачье сердце», также известен как блистательный драматург. Его пьесы «Бег», «Дни Турбиных», «Иван Васильевич» экранизировались и ставились в театрах.
В настоящее издание включены три пьесы Булгакова, написанные в 20–30 х годах: «Зойкина квартира», «Адам и Ева» и «Александр Пушкин». Все три пьесы автор при жизни не увидел ни поставленными на театральной сцене, ни напечатанными. «Все мои пьесы запрещены, нигде ни одной строки моей не напечатают... ни копейки авторского гонорара ниоткуда не поступает...» — с отчаянием писал Булгаков.
До премьеры пьесы «Александр Пушкин» в МХТ в 1943 году Булгаков не дожил. «Зойкина квартира» на родине автора впервые увидела свет в 1982 году, а пьеса «Адам и Ева» — в 1987-м.",219,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:27.218038
https://www.biblio-globus.ru/product/9752478,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=9752478.jpg&width=260,Обыкновенная история,Гончаров И. А.,"""Обыкновенная история"" И.Гончарова остается обыкновенной историей и спустя почти сто шестьдесят лет после написания. Жизнеподобность, узнаваемость романа подчеркивал сам автор. И впрямь: столкновение мечтаний, идеалов, юношеских надежд - с обыденностью, с тем, что мы скрепя сердце называем ""правдой жизни"". Это ли не вечный сюжет?",219,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:29.208635
https://www.biblio-globus.ru/product/9747023,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=9747023.jpg&width=260,Накануне,Тургенев И. С.,"Заглавие своего произведения сам автор объяснял так: ""Повесть ""Накануне"" названа мною так ввиду времени ее появления (1860 - за год до освобождения крестьян)... Новая жизнь началась тогда в России - и такие фигуры, как Елена и Инсаров, являются провозвестниками этой новой жизни"". Небывалый общественный подъем накануне коренных преобразований в жизни России и послужил непосредственным стимулом к работе над романом. Тургенев занят поиском положительного героя - молодого, сильного, с новой идеологией, ""сознательно-героической натуры"". По свидетельствам современников писателя, революционно настроенная молодежь 1860-1870-х годов подражала Елене и Инсарову. Однако роман не случайно открывается спором о счастье и долге. Елене и Инсарову кажется, что их любовь служит высшей цели. Но сама жизнь вступает в противоречие с надеждами и чаяниями героев. Их историю любви Тургенев завершает финалом, который, по словам А.П. Чехова, ""полон трагизма"".",169,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:42.405141
https://www.biblio-globus.ru/product/9724641,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=9724641.jpg&width=260,Любовник леди Чаттерли,Лоуренс Д. Г.,"Дэвид Герберт Лоуренс остается одним из самых любимых и читаемых авторов у себя на родине, в Англии, да, пожалуй, и во всей Европе. Важнейшую часть его обширного наследия составляют романы. Лучшие из них - ""Сыновья и любовники"", ""Радуга"", ""Женщины в любви"", ""Любовник леди Чаттерли"" - стали классикой англоязычной литературы XX века. Последний из названных романов принес Лоуренсу самый большой успех и самое горькое разочарование. Этический либерализм писателя, его убежденность в том, что каждому человеку дано право на свободный нравственный выбор, пришлись не по вкусу многим представителям английской буржуазии. Накал страстей и яркость любовных сцен этого романа были восприняты блюстителями морали как вызов обществу. ""Любовник леди Чаттерли"" сразу же после выхода в свет в 1928 году был запрещен к дальнейшему изданию, а готовый тираж был изъят и уничтожен. Запрет действовал более 30 лет, и лишь в 1960 году после громкого судебного процесса, всколыхнувшего всю Англию, роман был реабилитирован и полностью восстановлен в правах. Лоуренс создал три версии своего романа. Последняя из них была признана окончательной самим автором. Она и предлагается читателю в настоящем издании.",259,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:45.499255
https://www.biblio-globus.ru/product/10914285,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10914285.jpg&width=260,Арктический клуб карри,Редд Д.,"""У Майи вроде бы все хорошо – есть любящий отец, отличная работа и заботливый бойфренд Райан, но тоска по рано умершей маме до сих пор не дает ей спокойно жить. 
Майя решается уехать от проблем в Арктику, вот только тревожность – очень тяжелый багаж, да и Арктика не соответствует ожиданиям: вместо волшебного северного сияния – жуткий холод и полярная ночь. 
В попытке обрести равновесие Майя устраивается работать кухаркой и начинает готовить индийскую еду по рецепту из маминой поваренной книги. Тогда Арктика и перестает быть страшной – благодаря согревающим блюдам Майя находит друзей и обретает уверенность в себе. 
Но с каждым новым рецептом она вспоминает то, что когда-то очень старалась забыть…""",1469,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:47.412732
https://www.biblio-globus.ru/product/10910893,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10910893.jpg&width=260,"Страна других. Книга вторая. Смотрите, как мы танцуем",Слимани Л. ,"“Смотрите, как мы танцуем” – вторая часть трехтомной эпопеи Лейлы Слимани “Страна других”, основанной на истории ее семьи.
1968 год, Марокко обрело независимость, а семья Бельхадж наконец достигла долгожданного успеха – благодаря упорству Амина, бесплодные земли превратились в процветающую плантацию, Амин и Матильда стали частью новой буржуазии, респектабельных и богатых людей, преуспевших марокканцев и оставшихся в стране французов. Теперь фокус на их детях. Селим, слишком опекаемый матерью и презираемый отцом, не может найти жизненные ориентиры и прибивается к хиппи, слушает их рассказы, заражаясь мечтами об Америке. Аиша делает блестящие успехи, изучая медицину в Страсбурге, но возвращается на каникулы домой и встречает любовь. Тем временем обстановка в Марокко накаляется, недовольство установившимся режимом все растет, и вскоре по телевизору – символу западного влияния, появившемуся в каждом доме, – вместо американских кинолент начинают показывать смертные казни протестующих…",1069,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:49.747056
https://www.biblio-globus.ru/product/10907594,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10907594.jpg&width=260,Пнин,Набоков В.В. ,"«Пнин» (1957), четвертый англоязычный роман Владимира Набокова, посвящен жизненным перипетиям одного из самых беззащитных и трогательных персонажей в литературе XX века. Настоящий русский интеллигент, прекрасный ученый, но человек чудаковатый и незадачливый, Тимофей Пнин, покинувший Россию после революции 1917 года, преподает русскую словесность в американском университете, где становится случайной жертвой интриг и черствости коллег. Удастся ли ему на этот раз ускользнуть от своего хитроумного создателя, уготовившего ему участь страдальца, вынужденного раз за разом сносить удары судьбы? «Пнин» увидел свет вскоре после скандальной «Лолиты» и, получив восторженные отзывы читателей и критиков, послужил своего рода антитезой бытующему представлению о «безнравственности» и «бездушии» Набокова.
Настоящее издание романа сопровождается предисловием, примечаниями и заключительным очерком переводчика.
Сохранены особенности орфографии, пунктуации и транслитерации переводчика.",679,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:51.062269
https://www.biblio-globus.ru/product/10908392,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10908392.jpg&width=260,Любовь в седьмом вагоне,Славникова О.А. ,"Ольга Славникова — известный прозаик, эссеист, культуртрегер, автор романов «Прыжок в длину» (премия «Книга года»), «2017» (премия «Русский Букер»), «Стрекоза, увеличенная до размеров собаки», «Легкая голова». 
«Любовь в седьмом вагоне» — сборник короткой прозы. Тут есть детектив, love-story, антиутопия и даже ужастик. Все рассказы объединены темой железной дороги — неиссякаемым источником сюжетов и характеров. Главное, говорит автор, будьте готовы заглянуть за пределы обыденности — неважно, читаете ли вы эту книгу, сидя дома в удобном кресле, или посматриваете в окно на убегающую платформу.",369,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:52.098626
https://www.biblio-globus.ru/product/10908661,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10908661.jpg&width=260,Плевать на все с гигантской секвойи,Вильмонт Е.Н. ,"Не важно, что было в прошлом: долгая связь или мимолетная встреча. Порой одного взгляда достаточно, чтобы родилось чувство, способное выдержать все и преодолеть любую пропасть...",659,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:53.102159
https://www.biblio-globus.ru/product/10907947,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10907947.jpg&width=260,"Маврушины сказки: истории, вдохновленные жизнью",Монбазон Мавридика де ,"Евгения Матвеева — российская писательница, публикующая свои рассказы под псевдонимом Мавридика де Монбазон, а также один из самых читаемых авторов Дзена. Истории, рассказанные Мавридикой, достигают 300 тыс. прочтений, сам же канал входит в ТОП-20 каналов Дзена.
«Маврушины сказки: истории, вдохновленные жизнью» — это второй сборник рассказов самого читаемого автора Дзена Мавридики де Монбазон. Рассказы Мавруши трогательные, душевные, местами забавные. Они повествуют о том, что жизнь может быть разной, а переплетения судьбы непредсказуемыми. Герои сказок влюбляются, разочаровываются, проживают жизнь искренне и по-настоящему. Вторая книга Мавридики собрала в себе новые уникальные рассказы, а также истории, уже полюбившиеся читателям. Автор, в лице рассказчика, дает возможность читателю заглянуть в гости к своим героям, познакомиться с ними поближе и насладиться «Маврушиными сказками: историями, вдохновленными жизнью».",579,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:53.966483
https://www.biblio-globus.ru/product/10906797,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10906797.jpg&width=260,Финист – ясный сокол,Рубанов Андрей ,"Это изустная побывальщина. Она никогда не была записана буквами. Во времена, о которых здесь рассказано, букв ещё не придумали.
Малая девка Марья обошла всю землю и добралась до неба в поисках любимого — его звали Финист, и он не был человеком.
Никто не верил, что она его найдёт, но все помогали. В те времена каждый помогал каждому — иначе было не выжить.
В те времена по соседству с людьми обитали древние змеи, мавки, кикиморы, шишиги, анчутки, лешаки и оборотни.
Трое мужчин любили Марью, безо всякой надежды на взаимность. Один защитил, другой довёл до края земли, третий донёс до неба.
Из-за одной малой девки целый мир сдвинулся и едва не слетел с оси.
Ничто, кроме любви, не может сдвинуть мир с места.



«Много сюжетных линий, удивительно продуманный язык каждого из трёх Иванов-рассказчиков, и ты листаешь и ждёшь, когда же оно всё сплетётся… Наверное, я хотела бы сделать саундтрек к такой книге».
Наталья О’Шей, 
основательница и солистка группы «Мельница»


«Сложно и ладно устроенная сказка, архетипическое фэнтези, выворачивающее наизнанку законы жанра. Многоуровневая работа со славянской мифологией тут не сводится к пересказу Афанасьева, Даля, Проппа и Фрезера — а распахивает бездны, где рождался и выживал дух, позднее оказавшийся русским».
Шамиль Идиатуллин, писатель


«Роман о силе любви, роман-заклинание, “Финист” завораживает особым ритмом. Там скоморохи бьют в бубны, сочиняют глумы и спорят о коловрате, там воины приносят требы, там бабы мотают куколок без лица и в пыль стирают железный посох… Там — исток дня сегодняшнего, Рубанову удалось его отыскать, потому “Финист” так и отзывается в сердце. Очень сильный, красивый и неожиданный роман».
Наталья Ломыкина, литературный критик",979,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:54.940189
https://www.biblio-globus.ru/product/10905842,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10905842.jpg&width=260,Остановка. Неслучившиеся истории,Сенчин  Р.  В.,"Новые рассказы Романа Сенчина в сборнике «Остановка» написаны до 24 февраля 2022 года, но сейчас звучат особенно пронзительно. Герои — обычные люди с их надеждами, желаниями, нерешительностью, покорностью судьбе и обстоятельствам. Но в каждом рассказе возникает поворот, некая остановка, когда человек должен сделать выбор, решительный шаг, сказать «нет» или «да». Поступиться чем-то ради будущего, идеалов, наконец, добра. Отряхнуться от бытового морока и увидеть вещи как они есть. Произойдет ли это? 

Автобус стал притормаживать. Кондукторша встрепенулась.
— Пустите… Я замерзла, — голос с улицы.
— Нет остановки! Закрывай, поехали! Слышишь?
Водитель послушно закрыл дверь. Медленно тронулся.
— Да есть остановка, — размазывая влагу на стекле, сказал здоровенный, седой. — Вон и знак. Вы чего?
— Нельзя! Нас отслеживают!
— Ну вы даете, — усмехнулся другой пассажир. — Чтоб человека не подобрать…",819,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:55.978165
https://www.biblio-globus.ru/product/10901975,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10901975.jpg&width=260,Счастье момента,Штерн А. ,"Берлин. 1920-е годы. Молодая энергичная акушерка Хульда Гольд очень популярна в своем районе, где на фоне нищеты и трудностей зарождается новая жизнь, где тень и свет соседствуют друг с другом, а тайны прошлого грозят разрушить все.
Она с радостью помогает тем, кто в этом нуждается, порой серьезно рискуя. В этот раз она пытается выяснить, почему погибла проститутка Рита, и знакомится с комиссаром Карлом Нортом. Оба чувствуют притяжение друг к другу, но есть еще старый поклонник Феликс, владелец кафе, который, кажется, до сих пор неравнодушен к Хульде. Кого из них выберет Хульда? И сможет ли она узнать секреты Риты?",619,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:56.843251
https://www.biblio-globus.ru/product/10897633,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10897633.jpg&width=260,"Цветы жизни, или Родителей не выбирают",,"Самые смешные рассказы о детях и родителях от звезд Рунета! Ну откуда они такие берутся? Отцовские гены, не иначе. И Ютуб. И бабушки — этих вообще сериалом не корми, дай ребенка испортить. И неважно, пять им или семьдесят пять. И уж тем более неважно, сколько вам. Ведь мама по прежнему готовит вкуснее всех. А сына — по-прежнему самый умненький мальчик в классе. На курсе. В отделе. В совете директоров. Все равно без вас ничего не может, ну кто тебя учил так галстук завязывать, иди сюда, я перевяжу.
Ты руки помыл? А почему без шапки? Ладно, иди, побесись спокойно, дай яжматери передохнуть.",579,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:47:58.661083
https://www.biblio-globus.ru/product/10897560,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10897560.jpg&width=260,Жизнь переходит в память. Художник о художниках,Мессерер  Б. А.,"Борис Мессерер (р. 1933) – живописец, график и сценограф, автор мемуарной книги «Промельк Беллы». 
Легендарная балетная семья Мессереров и Плисецких, работа с лучшими театральными режиссерами, двадцать персональных выставок и, конечно, дружеское окружение – художника недаром называли королем богемы. Главной же своей жизненной удачей он всегда считал возможность заниматься чистой живописью. 

В книге «Жизнь переходит в память» Борис Асафович пишет о великих учителях: А. Фонвизине, А. Тышлере, В. Эльконине; ближайших товарищах и коллегах: Л. Збарском, Ю. Красном, С. Бархине, В. Левентале, Э. Кочергине, С. Алимове и многих других. Говорит о своем видении их искусства и вспоминает теплые встречи. Из этой мозаики постепенно складывается портрет эпохи.

«Я рассказываю о тех прекрасных художниках, кто жил и творил на моих глазах, кто произвел на меня сильное впечатление и повлиял на мое становление. Так воспоминания о друзьях сложились в творческую автобиографию».",1159,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:48:00.329310
https://www.biblio-globus.ru/product/10897627,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10897627.jpg&width=260,Удивительные истории о 90-х,,"Сколько отпечатков и легко узнаваемых символов оставили после себя девяностые: малиновые пиджаки и торговые ларьки, экстрасенсы и ваучеры, игровые приставки и тетрис, яркие лосины и клетчатые баулы.
Без чего никогда не обходятся «лихие» времена?
Без удивительных историй.
Их авторы — очевидцы и участники. Они закусывали «рояль» «сникерсом» и смотрели сериал про бандитов не по телевизору, а прямо на улицах.
Для тех, у кого были свои девяностые, эти рассказы — возможность вспомнить и поностальгировать. А для тех, кто не застал ту шальную эпоху, сборник — прекрасный способ познакомиться с ней поближе.
Удивительные истории о девяностых — веселые и грустные, случайные и судьбоносные — рассказали: Наринэ Абгарян, Юлиана Александрова, Кристина Белозерцева, Александр Бессонов, Ольга Бунина, Владимир Викто, Наталья Глазунова, Мария Ерфилова, Ольга Есаулкова, Галина Капустина, Светлана Кривошлыкова, Юлия Крынская, Виктория Медведева, Марина Нугманова, Артак Оганесян, Татьяна Олзоева, Вера Плауде, Алёна Полуян, Игорь Родионов, Александр Цыпкин и Саша Шиган.",629,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:48:01.624617
https://www.biblio-globus.ru/product/10895217,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10895217.jpg&width=260,Над бездной. ФСБ против МИ-6,Порядин В,"У читателя в руках не очередная ""шпионская бондиана"", а роман о реальнои? таи?нои? вои?не спецслужб, где его персонажи живут рядом с нами. Но он также и о противостоянии экзистенциальных мировоззрении?, одно из которых ведет человека вниз, к тьме, к краху всего человечества, а другое - вверх, к духовному просветлению и справедливому мироустрои?ству. И эта нравственная борьба началась не сеи?час, она идет с библеи?ских времен и, по сути своеи?, вечна. Но именно в наши дни мир подошел на шаг к бездне. Вот почему авторы дали своему актуальному как никогда произведению именно такое название. И читатель, закрыв последнюю страницу романа, согласится с этим, если заглянет в себя и сделает свои? выбор: на чьеи? он стороне? Шаг за ним.",689,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:48:03.606046
https://www.biblio-globus.ru/product/10895472,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10895472.jpg&width=260,Фактор кролика,Туомайнен А.,"Математик страховой компании Хенри Коскинен просчитывает и вычисляет абсолютно все - и на работе, и в личной жизни. Но однажды оказывается в ситуации, когда математическая статистика и теория вероятностей не смогут ему помочь.
Хенри неожиданно теряет работу и еще более неожиданно получает в наследство после смерти брата парк приключений. А с ним - серьезные финансовые проблемы: оказывается, брат взял средства для развития бизнеса у представителей криминального сообщества, которые хотят вернуть свои деньги и обещают не церемониться.
Не помогает Хенрику сосредоточиться на вычислении выхода из положения и знакомство с Лаурой, чьи легкомысленность и неупорядоченный образ жизни одновременно приводят его в замешательство и притягивают.
По мере того как давление теневых кредиторов усиливается, а отношения с Лаурой развиваются, страховой математик сталкивается с ситуациями и эмоциями, которые не поддаются Формулам и алгоритмам. Сумеет ли Хенри просчитать будущее своего нового бизнеса и их с Лаурой отношений?",769,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:48:05.720002
https://www.biblio-globus.ru/product/10893153,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10893153.jpg&width=260,Истинная жизнь Севастьяна Найта,Набоков В. В.,"«Истинная жизнь Севастьяна Найта» — первый англоязычный роман Владимира Набокова, оконченный в 1939 году в Париже и два года спустя опубликованный в США. Его лабиринтообразная структура и квазидетективный сюжет предопределили своеобразие последующей прозы Набокова — «Лолиты», «Бледного огня», «Ады» и особенно его последней завершенной книги «Взгляни на арлекинов!». Повествователь, означенный лишь инициалом В., восстанавливает историю жизни собственного сводного брата, покойного писателя Севастьяна Найта (Sebastian Knight), используя воспоминания, устные рассказы и отрывки из его книг. Ускользающая от настойчивых поисков В., истинная жизнь Найта оказывается непосредственно связанной с тайной его имени, с его сочинениями, с законами словесного искусства и с метафизикой Набокова. Настоящее издание романа сопровождается предисловием, примечаниями и заключительным очерком переводчика. Сохранены особенности орфографии, пунктуации и транслитерации переводчика.",679,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:48:06.940108
https://www.biblio-globus.ru/product/10887912,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10887912.jpg&width=260,Паутина лжи,Рой О. ,"Однажды две женщины спорили о том, кому из них принадлежит ребенок. Соломон предложил разрубить дитя пополам и поделить между несогласными. 
Обманщица охотно согласилась, а мать, заплакав, сказала: ""Лучше отдайте его ей живым"". Правда открылась немедленно. Это было много веков назад. А предмет спора, между тем, не канул в Лету. Только вот нет среди нас Соломона! Александру Кравчуку  пришлось пройти через горнило испытаний, чтобы доказать, что его сын – это их с Юлей ребенок.",639,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:48:08.981142
https://www.biblio-globus.ru/product/10889017,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10889017.jpg&width=260,Вечный свет,Спаффорд Ф. ,"«Cвоего рода сияющая доброта, ощущение, что мир лучше, если в нем есть такие книги»  Financial Times   
  
Субботний день 1944 года. Магазин на юго-востоке Лондона получает партию алюминиевых сковородок. Толпа собирается, чтобы увидеть первую металлическую посуду за много лет — ведь все было переплавлено для военных нужд. Мгновением позже толпа исчезает. Немецкая бомба попадает точно в прилавок. Среди погибших были маленькие дети - Алек, Верн, Вэл, Бен и Джо.   
  
Кто они и кем бы стали,  проживи каждый из них свою жизнь в бурлящем Лондоне 60-х, 80-х и 90-х годов? Кондуктор или домовладелец, мошенник или учитель, а может —заключенный? Мы увидим их жизнь такой, какой она могла бы быть, если бы не тот страшный день.",829,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:48:10.842265
https://www.biblio-globus.ru/product/10887951,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10887951.jpg&width=260,Агата,Боман А. ,"Франция, сороковые годы двадцатого века. Пожилой психотерапевт, уже давно потерявший всякий интерес к практике и своим пациентам, считает дни до выхода на пенсию. Ему осталось всего ничего – каких-то пять месяцев работы, иными словами, 22 недели или ровно 800 сеансов. А если повезет и кто-то отменит визит, и того меньше. Но в его расчеты внезапно вмешивается сама жизнь – в виде новой пациентки Агаты, молодой женщины с пронзительным взглядом, ярко выраженным немецким акцентом и непростой судьбой: за ее спиной – госпитализация в выраженном маниакальном состоянии после попытки самоубийства. И эта встреча внезапно становится судьбоносной для них обоих.",709,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:48:12.973446
https://www.biblio-globus.ru/product/10887454,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10887454.jpg&width=260,Правила игры в человека,Макс Фрай ,"Макс Фрай - самый загадочный писатель в современной литературе, культовый автор последнего десятилетия, создатель ряда литературных проектов, в числе которых цикл фантастических бестселлеров, большой цикл эссе о литературе и искусстве, сборники потрясающих рассказов. Книги Фрай ищут, перечитывают и передают из рук в руки. В этой книге собраны рассказы, написанные участниками общества TextUs в 2020—2021 годах, когда иллюзий по поводу правил игры в человека у нас уже не оставалось. Играть без иллюзий трудно, но интересно. Это уже новый уровень. Потрясающая оказалась игра.",839,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:48:26.390690
https://www.biblio-globus.ru/product/10887631,https://static.biblio-globus.ru/images/ImageHandler.ashx?fileName=10887631.jpg&width=260,Ван Гог,Азио Д.,"Винсент Виллем Ван Гог (1853-1890) прожил очень недолгую жизнь, но ещё короче была его жизнь творческая - лишь последние десять лет были посвящены живописи. Голодное, почти нищенское существование, полное одиночества и презрения окружающих, титанического труда и самозабвенного поиска призвания, в XX веке обернулось всемирным интересом и признанием. За свою жизнь Ван Гог продал лишь одну картину - всего за 400 франков, а почти 100 лет спустя на аукционе в Нью:Йорке одно из его полотен было приобретено почти за 100 миллионов долларов. Биография художника, написанная французским философом и писателем, основана на переписке с братом Тео, а также на воспоминаниях и свидетельствах современников; в книге подробно рассказывается о душевной болезни Ван Гога - автор, избегая однозначной трактовки этого вопроса, полагается на диагнозы врачей, лечивших художника, а также на гипотезы современных психиатров.",879,в наличии,Художественная литература,Классическая и современная проза,2023-03-23 13:48:28.350910
